Pclass,Sex,Age,SibSp,Parch,Fare,relatives,PassengerId,Survived
3.0,1.0,34.5,0.0,0.0,7.8292,0.0,892,0.0
3.0,2.0,47.0,1.0,0.0,7.0,1.0,893,0.0
2.0,1.0,62.0,0.0,0.0,9.6875,0.0,894,0.0
3.0,1.0,27.0,0.0,0.0,8.6625,0.0,895,0.0
3.0,2.0,22.0,1.0,1.0,12.2875,2.0,896,0.0
3.0,1.0,14.0,0.0,0.0,9.225,0.0,897,0.0
3.0,2.0,30.0,0.0,0.0,7.6292,0.0,898,1.0
2.0,1.0,26.0,1.0,1.0,29.0,2.0,899,0.0
3.0,2.0,18.0,0.0,0.0,7.2292,0.0,900,1.0
3.0,1.0,21.0,2.0,0.0,24.15,2.0,901,0.0
3.0,1.0,27.0,0.0,0.0,7.8958,0.0,902,0.0
1.0,1.0,46.0,0.0,0.0,26.0,0.0,903,0.0
1.0,2.0,23.0,1.0,0.0,82.2667,1.0,904,1.0
2.0,1.0,63.0,1.0,0.0,26.0,1.0,905,0.0
1.0,2.0,47.0,1.0,0.0,61.175,1.0,906,1.0
2.0,2.0,24.0,1.0,0.0,27.7208,1.0,907,1.0
2.0,1.0,35.0,0.0,0.0,12.35,0.0,908,0.0
3.0,1.0,21.0,0.0,0.0,7.225,0.0,909,0.0
3.0,2.0,27.0,1.0,0.0,7.925,1.0,910,0.0
3.0,2.0,45.0,0.0,0.0,7.225,0.0,911,0.0
1.0,1.0,55.0,1.0,0.0,59.4,1.0,912,0.0
3.0,1.0,9.0,0.0,1.0,3.1708,1.0,913,1.0
1.0,2.0,27.0,0.0,0.0,31.6833,0.0,914,1.0
1.0,1.0,21.0,0.0,1.0,61.3792,1.0,915,0.0
1.0,2.0,48.0,1.0,3.0,262.375,4.0,916,1.0
3.0,1.0,50.0,1.0,0.0,14.5,1.0,917,0.0
1.0,2.0,22.0,0.0,1.0,61.9792,1.0,918,1.0
3.0,1.0,22.5,0.0,0.0,7.225,0.0,919,0.0
1.0,1.0,41.0,0.0,0.0,30.5,0.0,920,0.0
3.0,1.0,27.0,2.0,0.0,21.6792,2.0,921,0.0
2.0,1.0,50.0,1.0,0.0,26.0,1.0,922,0.0
2.0,1.0,24.0,2.0,0.0,31.5,2.0,923,0.0
3.0,2.0,33.0,1.0,2.0,20.575,3.0,924,1.0
3.0,2.0,27.0,1.0,2.0,23.45,3.0,925,0.0
1.0,1.0,30.0,1.0,0.0,57.75,1.0,926,0.0
3.0,1.0,18.5,0.0,0.0,7.2292,0.0,927,0.0
3.0,2.0,27.0,0.0,0.0,8.05,0.0,928,0.0
3.0,2.0,21.0,0.0,0.0,8.6625,0.0,929,0.0
3.0,1.0,25.0,0.0,0.0,9.5,0.0,930,0.0
3.0,1.0,27.0,0.0,0.0,56.4958,0.0,931,0.0
3.0,1.0,39.0,0.0,1.0,13.4167,1.0,932,0.0
1.0,1.0,27.0,0.0,0.0,26.55,0.0,933,1.0
3.0,1.0,41.0,0.0,0.0,7.85,0.0,934,0.0
2.0,2.0,30.0,0.0,0.0,13.0,0.0,935,1.0
1.0,2.0,45.0,1.0,0.0,52.5542,1.0,936,1.0
3.0,1.0,25.0,0.0,0.0,7.925,0.0,937,0.0
1.0,1.0,45.0,0.0,0.0,29.7,0.0,938,0.0
3.0,1.0,27.0,0.0,0.0,7.75,0.0,939,0.0
1.0,2.0,60.0,0.0,0.0,76.2917,0.0,940,1.0
3.0,2.0,36.0,0.0,2.0,15.9,2.0,941,1.0
1.0,1.0,24.0,1.0,0.0,60.0,1.0,942,0.0
2.0,1.0,27.0,0.0,0.0,15.0333,0.0,943,0.0
2.0,2.0,20.0,2.0,1.0,23.0,3.0,944,1.0
1.0,2.0,28.0,3.0,2.0,263.0,5.0,945,1.0
2.0,1.0,27.0,0.0,0.0,15.5792,0.0,946,0.0
3.0,1.0,10.0,4.0,1.0,29.125,5.0,947,0.0
3.0,1.0,35.0,0.0,0.0,7.8958,0.0,948,0.0
3.0,1.0,25.0,0.0,0.0,7.65,0.0,949,0.0
3.0,1.0,27.0,1.0,0.0,16.1,1.0,950,0.0
1.0,2.0,36.0,0.0,0.0,262.375,0.0,951,1.0
3.0,1.0,17.0,0.0,0.0,7.8958,0.0,952,0.0
2.0,1.0,32.0,0.0,0.0,13.5,0.0,953,0.0
3.0,1.0,18.0,0.0,0.0,7.75,0.0,954,0.0
3.0,2.0,22.0,0.0,0.0,7.725,0.0,955,1.0
1.0,1.0,13.0,2.0,2.0,262.375,4.0,956,0.0
2.0,2.0,27.0,0.0,0.0,21.0,0.0,957,1.0
3.0,2.0,18.0,0.0,0.0,7.8792,0.0,958,1.0
1.0,1.0,47.0,0.0,0.0,42.4,0.0,959,0.0
1.0,1.0,31.0,0.0,0.0,28.5375,0.0,960,0.0
1.0,2.0,60.0,1.0,4.0,263.0,5.0,961,1.0
3.0,2.0,24.0,0.0,0.0,7.75,0.0,962,1.0
3.0,1.0,21.0,0.0,0.0,7.8958,0.0,963,0.0
3.0,2.0,29.0,0.0,0.0,7.925,0.0,964,0.0
1.0,1.0,28.5,0.0,0.0,27.7208,0.0,965,0.0
1.0,2.0,35.0,0.0,0.0,211.5,0.0,966,1.0
1.0,1.0,32.5,0.0,0.0,211.5,0.0,967,0.0
3.0,1.0,27.0,0.0,0.0,8.05,0.0,968,0.0
1.0,2.0,55.0,2.0,0.0,25.7,2.0,969,1.0
2.0,1.0,30.0,0.0,0.0,13.0,0.0,970,0.0
3.0,2.0,24.0,0.0,0.0,7.75,0.0,971,1.0
3.0,1.0,6.0,1.0,1.0,15.2458,2.0,972,1.0
1.0,1.0,67.0,1.0,0.0,221.7792,1.0,973,0.0
1.0,1.0,49.0,0.0,0.0,26.0,0.0,974,0.0
3.0,1.0,27.0,0.0,0.0,7.8958,0.0,975,0.0
2.0,1.0,27.0,0.0,0.0,10.7083,0.0,976,0.0
3.0,1.0,27.0,1.0,0.0,14.4542,1.0,977,0.0
3.0,2.0,27.0,0.0,0.0,7.8792,0.0,978,1.0
3.0,2.0,18.0,0.0,0.0,8.05,0.0,979,0.0
3.0,2.0,27.0,0.0,0.0,7.75,0.0,980,1.0
2.0,1.0,2.0,1.0,1.0,23.0,2.0,981,1.0
3.0,2.0,22.0,1.0,0.0,13.9,1.0,982,0.0
3.0,1.0,27.0,0.0,0.0,7.775,0.0,983,0.0
1.0,2.0,27.0,1.0,2.0,52.0,3.0,984,1.0
3.0,1.0,27.0,0.0,0.0,8.05,0.0,985,0.0
1.0,1.0,25.0,0.0,0.0,26.0,0.0,986,0.0
3.0,1.0,25.0,0.0,0.0,7.7958,0.0,987,0.0
1.0,2.0,76.0,1.0,0.0,78.85,1.0,988,1.0
3.0,1.0,29.0,0.0,0.0,7.925,0.0,989,0.0
3.0,2.0,20.0,0.0,0.0,7.8542,0.0,990,1.0
3.0,1.0,33.0,0.0,0.0,8.05,0.0,991,0.0
1.0,2.0,43.0,1.0,0.0,55.4417,1.0,992,1.0
2.0,1.0,27.0,1.0,0.0,26.0,1.0,993,0.0
3.0,1.0,27.0,0.0,0.0,7.75,0.0,994,0.0
3.0,1.0,26.0,0.0,0.0,7.775,0.0,995,0.0
3.0,2.0,16.0,1.0,1.0,8.5167,2.0,996,0.0
3.0,1.0,28.0,0.0,0.0,22.525,0.0,997,0.0
3.0,1.0,21.0,0.0,0.0,7.8208,0.0,998,0.0
3.0,1.0,27.0,0.0,0.0,7.75,0.0,999,0.0
3.0,1.0,27.0,0.0,0.0,8.7125,0.0,1000,0.0
2.0,1.0,18.5,0.0,0.0,13.0,0.0,1001,0.0
2.0,1.0,41.0,0.0,0.0,15.0458,0.0,1002,0.0
3.0,2.0,27.0,0.0,0.0,7.7792,0.0,1003,1.0
1.0,2.0,36.0,0.0,0.0,31.6792,0.0,1004,1.0
3.0,2.0,18.5,0.0,0.0,7.2833,0.0,1005,1.0
1.0,2.0,63.0,1.0,0.0,221.7792,1.0,1006,1.0
3.0,1.0,18.0,1.0,0.0,14.4542,1.0,1007,0.0
3.0,1.0,27.0,0.0,0.0,6.4375,0.0,1008,0.0
3.0,2.0,1.0,1.0,1.0,16.7,2.0,1009,1.0
1.0,1.0,36.0,0.0,0.0,75.2417,0.0,1010,0.0
2.0,2.0,29.0,1.0,0.0,26.0,1.0,1011,1.0
2.0,2.0,12.0,0.0,0.0,15.75,0.0,1012,1.0
3.0,1.0,27.0,1.0,0.0,7.75,1.0,1013,0.0
1.0,2.0,35.0,1.0,0.0,57.75,1.0,1014,1.0
3.0,1.0,28.0,0.0,0.0,7.25,0.0,1015,0.0
3.0,1.0,27.0,0.0,0.0,7.75,0.0,1016,0.0
3.0,2.0,17.0,0.0,1.0,16.1,1.0,1017,0.0
3.0,1.0,22.0,0.0,0.0,7.7958,0.0,1018,0.0
3.0,2.0,27.0,2.0,0.0,23.25,2.0,1019,0.0
2.0,1.0,42.0,0.0,0.0,13.0,0.0,1020,0.0
3.0,1.0,24.0,0.0,0.0,8.05,0.0,1021,0.0
3.0,1.0,32.0,0.0,0.0,8.05,0.0,1022,0.0
1.0,1.0,53.0,0.0,0.0,28.5,0.0,1023,0.0
3.0,2.0,27.0,0.0,4.0,25.4667,4.0,1024,0.0
3.0,1.0,27.0,1.0,0.0,6.4375,1.0,1025,0.0
3.0,1.0,43.0,0.0,0.0,7.8958,0.0,1026,0.0
3.0,1.0,24.0,0.0,0.0,7.8542,0.0,1027,0.0
3.0,1.0,26.5,0.0,0.0,7.225,0.0,1028,0.0
2.0,1.0,26.0,0.0,0.0,13.0,0.0,1029,0.0
3.0,2.0,23.0,0.0,0.0,8.05,0.0,1030,0.0
3.0,1.0,40.0,1.0,6.0,46.9,7.0,1031,0.0
3.0,2.0,10.0,5.0,2.0,46.9,7.0,1032,0.0
1.0,2.0,33.0,0.0,0.0,151.55,0.0,1033,1.0
1.0,1.0,61.0,1.0,3.0,262.375,4.0,1034,0.0
2.0,1.0,28.0,0.0,0.0,26.0,0.0,1035,0.0
1.0,1.0,42.0,0.0,0.0,26.55,0.0,1036,1.0
3.0,1.0,31.0,3.0,0.0,18.0,3.0,1037,0.0
1.0,1.0,27.0,0.0,0.0,51.8625,0.0,1038,0.0
3.0,1.0,22.0,0.0,0.0,8.05,0.0,1039,0.0
1.0,1.0,27.0,0.0,0.0,26.55,0.0,1040,1.0
2.0,1.0,30.0,1.0,1.0,26.0,2.0,1041,0.0
1.0,2.0,23.0,0.0,1.0,83.1583,1.0,1042,1.0
3.0,1.0,27.0,0.0,0.0,7.8958,0.0,1043,0.0
3.0,1.0,60.5,0.0,0.0,14.4542,0.0,1044,0.0
3.0,2.0,36.0,0.0,2.0,12.1833,2.0,1045,0.0
3.0,1.0,13.0,4.0,2.0,31.3875,6.0,1046,0.0
3.0,1.0,24.0,0.0,0.0,7.55,0.0,1047,0.0
1.0,2.0,29.0,0.0,0.0,221.7792,0.0,1048,1.0
3.0,2.0,23.0,0.0,0.0,7.8542,0.0,1049,1.0
1.0,1.0,42.0,0.0,0.0,26.55,0.0,1050,1.0
3.0,2.0,26.0,0.0,2.0,13.775,2.0,1051,0.0
3.0,2.0,27.0,0.0,0.0,7.7333,0.0,1052,1.0
3.0,1.0,7.0,1.0,1.0,15.2458,2.0,1053,1.0
2.0,2.0,26.0,0.0,0.0,13.5,0.0,1054,1.0
3.0,1.0,27.0,0.0,0.0,7.0,0.0,1055,0.0
2.0,1.0,41.0,0.0,0.0,13.0,0.0,1056,0.0
3.0,2.0,26.0,1.0,1.0,22.025,2.0,1057,0.0
1.0,1.0,48.0,0.0,0.0,50.4958,0.0,1058,0.0
3.0,1.0,18.0,2.0,2.0,34.375,4.0,1059,0.0
1.0,2.0,27.0,0.0,0.0,27.7208,0.0,1060,1.0
3.0,2.0,22.0,0.0,0.0,8.9625,0.0,1061,0.0
3.0,1.0,27.0,0.0,0.0,7.55,0.0,1062,0.0
3.0,1.0,27.0,0.0,0.0,7.225,0.0,1063,0.0
3.0,1.0,23.0,1.0,0.0,13.9,1.0,1064,0.0
3.0,1.0,27.0,0.0,0.0,7.2292,0.0,1065,0.0
3.0,1.0,40.0,1.0,5.0,31.3875,6.0,1066,0.0
2.0,2.0,15.0,0.0,2.0,39.0,2.0,1067,1.0
2.0,2.0,20.0,0.0,0.0,36.75,0.0,1068,1.0
1.0,1.0,54.0,1.0,0.0,55.4417,1.0,1069,0.0
2.0,2.0,36.0,0.0,3.0,39.0,3.0,1070,1.0
1.0,2.0,64.0,0.0,2.0,83.1583,2.0,1071,1.0
2.0,1.0,30.0,0.0,0.0,13.0,0.0,1072,0.0
1.0,1.0,37.0,1.0,1.0,83.1583,2.0,1073,0.0
1.0,2.0,18.0,1.0,0.0,53.1,1.0,1074,1.0
3.0,1.0,27.0,0.0,0.0,7.75,0.0,1075,0.0
1.0,2.0,27.0,1.0,1.0,247.5208,2.0,1076,1.0
2.0,1.0,40.0,0.0,0.0,16.0,0.0,1077,0.0
2.0,2.0,21.0,0.0,1.0,21.0,1.0,1078,1.0
3.0,1.0,17.0,2.0,0.0,8.05,2.0,1079,0.0
3.0,2.0,27.0,8.0,2.0,69.55,10.0,1080,0.0
2.0,1.0,40.0,0.0,0.0,13.0,0.0,1081,0.0
2.0,1.0,34.0,1.0,0.0,26.0,1.0,1082,0.0
1.0,1.0,27.0,0.0,0.0,26.0,0.0,1083,0.0
3.0,1.0,11.5,1.0,1.0,14.5,2.0,1084,1.0
2.0,1.0,61.0,0.0,0.0,12.35,0.0,1085,0.0
2.0,1.0,8.0,0.0,2.0,32.5,2.0,1086,1.0
3.0,1.0,33.0,0.0,0.0,7.8542,0.0,1087,0.0
1.0,1.0,6.0,0.0,2.0,134.5,2.0,1088,1.0
3.0,2.0,18.0,0.0,0.0,7.775,0.0,1089,1.0
2.0,1.0,23.0,0.0,0.0,10.5,0.0,1090,0.0
3.0,2.0,27.0,0.0,0.0,8.1125,0.0,1091,0.0
3.0,2.0,27.0,0.0,0.0,15.5,0.0,1092,0.0
3.0,1.0,0.33,0.0,2.0,14.4,2.0,1093,1.0
1.0,1.0,47.0,1.0,0.0,227.525,1.0,1094,0.0
2.0,2.0,8.0,1.0,1.0,26.0,2.0,1095,1.0
2.0,1.0,25.0,0.0,0.0,10.5,0.0,1096,0.0
1.0,1.0,27.0,0.0,0.0,25.7417,0.0,1097,0.0
3.0,2.0,35.0,0.0,0.0,7.75,0.0,1098,1.0
2.0,1.0,24.0,0.0,0.0,10.5,0.0,1099,0.0
1.0,2.0,33.0,0.0,0.0,27.7208,0.0,1100,1.0
